listing_id,review_id,comments,price,city,cleanliness,safety,location,cleanliness_sent_compound,location_sent_compound,safety_sent_compound,overall_sent_compound
7.557617058285331e+17,8.804420193586899e+17,"Loveddddd the place it was so cute I’m 10/10 recommend if you want a quick get away, the view was so pretty at night as well.",99,Dallas,0,0,0,,,,0.9167
9.637128913290916e+17,1.0826987959775217e+18,good！,164,Boston,0,0,0,,,,0.0
7.139152536702413e+17,1.144365289324857e+18,"What an awesome place to stay.  Our crew loved the place, was great to cool off in the pool.  Great backyard.  Thank you, will stay again if working in the area.",209,Clark_co,0,0,0,,,,0.9682
43301178.0,738369804.0,Very nice spacious area upstairs! Super clean. Quiet neighborhood.  10/10 recommend.,36,Dallas,1,0,0,0.765,,,0.9097
52255110.0,6.985985117657178e+17,"This was a nice place- everything was clean, the location was super safe and nice and the location was very private.",108,Denver,1,1,0,0.9337,,0.9337,0.9337
49837322.0,8.406833103069299e+17,This place is awesome!,155,Denver,0,0,0,,,,0.6588
5.623475415242294e+17,6.515018758968324e+17,"Checkin was fast and easy, host was helpful with items left behind. Clean and just as advertised",69,Austin,1,0,0,0.4019,,,0.8126
5.633058316496457e+17,1.323405279265209e+18,"Alex has a very clean, cozy, beautifully decorated  house in a quiet neighborhood. We were very impressed with the availability of almost any amenity we could think of and appreciated the quick replies to our questions. <br/>There are many restaurants within a short drive and the neighborhood feels very safe.",477,Dallas,1,1,0,0.788,,0.4927,0.9505
6.220311459205467e+17,1.2059429777504118e+18,"I would recommend this location if you come to visit Las Vegas it’s a great location. It’s on the strip and the view is amazing. The hot tub was also amazing. I enjoyed My stay! The place was clean. It had everything that I would need. The balcony View was amazing, Especially at night! It was close to Every store restaurant we didn’t even need A vehicle! The hot tub was bigger than I imagine! I give this a five star and every checkout box! If you’re ever in Las Vegas visiting I would recommend this location for your stay. You won’t regret it.!",181,Clark_co,1,0,1,0.4019,0.0,,0.9773
52114262.0,5.412760394907827e+17,This apartment is clean and inviting.    The kitchen is one of the best stocked kitchens I’ve been in so far.  With a mall just blocks away and downtown Austin 20 minutes away the location worked well for us.  Rucio responded to a few questions i had so she gets an A++ from me,112,Austin,1,0,1,0.6124,0.6369,,0.8555
8.44202309097787e+17,1.1349000355359044e+18,"Marisol’s place was just as described, reviews did not disappoint. Everything was just as described/exceeded expectations. Would most definitely recommend to anyone and would love to stay again in the near future",112,Clark_co,0,0,1,,0.8742,,0.9048
5.717297675756458e+17,1.0683443349384278e+18,spacious and clean place close to Vegas strip,288,Clark_co,1,0,1,0.4019,0.4019,,0.4019
7.931628895659043e+17,1.250875852894138e+18,Dave was a great host!!!  Super responsive and everything was neat and tidy and awesome entertainment system!!  t<br/>Thanks again Dave!!,94,Denver,1,0,0,0.9508,,,0.9704
46331439.0,1.2414724791384978e+18,"Nice space, nice backyard, very little expected at check-out which was nice, appreciate extended outlets and private workspace,  easy check-in, prompt responses from owner when messaged. <br/>There are very few stairs, but they are narrow and steep. They weren't a problem for us. When our arms were full,  we did have to proceed with extra caution.  This is such a minor issue, but if stairs are difficult for you, this might not be the place for you. Ceilings are also very low.  We are short. So, again, not an issue for us. <br/>Overall,  nice airbnb.",125,Denver,0,0,0,,,,0.7749
53671220.0,1.2138298080003707e+18,"Great apt, great neighbourhood.  We loved it.",58,Dallas,0,0,0,,,,0.9201
13128883.0,277557834.0,"Kevin is a great host. I have been staying with him for over 2 months. He is very friendly , chill. The place makes you feel at home and the neighbourhood is also pretty friendly , safe and welcoming. Would definitely recommend to stay at Kevin's.",27,Chicago,0,1,0,,,0.9042,0.975
1.0326606837411505e+18,1.1356126950548913e+18,"Lovely Place, As for me I dont take Ubers, I prefer public buses. I was taking one bus back and forth to the strip. It takes like 25-30 minutes. It is important to me to get easy access by bus. This is a great place.",49,Clark_co,0,0,0,,,,0.9337
42090409.0,1.126973452774958e+18,My family enjoyed our stay. The location is ideal and close to everything Denver has to offer.,149,Denver,0,0,1,,0.5267,,0.7717
5.811043637490314e+17,7.68203106928356e+17,"Loved this super clean, very nice home. It was comfortable & had everything we needed.  Will definitely book this plane again for our next visit.",255,Clark_co,1,0,0,0.9273,,,0.9617
6.529895493354752e+17,8.370094629896675e+17,"The place was great! Exactly as described in the ad and with easy instructions to follow for anything you need on your stay. I loved the additional amenities of the resort and the folks I met at dog park. Mark was a great host, very responsive and considerate. I highly recommend this stay!!",76,Austin,0,0,0,,,,0.9767
6.645803382779626e+17,8.971404225717728e+17,"Great host, great place, very walkable for lots you will want to do!",66,Chicago,0,0,1,,0.8687,,0.8687
6713251.0,5.007884429568792e+17,Great place and great location. Quiet street but walking distance to just about everything.,189,Chicago,0,0,0,,,,0.6249
10853117.0,109971268.0, It's worth it and it's safe. Good location by the Hard Rock hotel but much cheaper. Nice people run it. Smooth stay. They were attentive. ,64,Clark_co,0,1,0,,,0.5859,0.7814
9.376793006447328e+17,1.2734294120176074e+18,"Randal was very communicative and helpful leading up to the trip, and the property was ideal.",182,Clark_co,0,0,0,,,,0.7553
8.741208242782008e+17,1.251613152784614e+18,"Malee was very helpful and very kind, loved the stay! She responded very quickly and i would definitely recommend this place to stay! Beautiful home, very clean and very put together. Would definitely stay here again for future visits. 😊",228,Clark_co,1,0,0,0.7841,,,0.9853
49657339.0,9.98009523528533e+17,"Jason’s home was immaculate. Walking in felt like home.  It was beautiful, spotless, and welcoming. The other reviews don’t do it justice.. his home is Extremely clean!! The picture are exactly what the home looks like.  Thank you Jason, for an inviting stay at your Airbnb. We will definitely stay again!! 😊<br/>Norma & Ryan",216,Clark_co,1,0,0,0.9297,,,0.9847
2985692.0,1.2965112371546135e+18,East and convenient. Great value in one of the best neighborhoods in Dallas,111,Dallas,0,0,1,,0.0,,0.8934
6378085.0,756666669.0,"El lugar muy cómodo, en una zona tranquila cerca de supermercados y centros comerciales. Rosa fue muy amable y siempre estuvo atenta a nuestras necesidades.",118,Chicago,0,0,0,,,,0.0
7.129256801575379e+17,9.20323565868643e+17,Estuvimos muy a gusto me gustaría volver a que me den sus servicios si regreso.Gracias☆,84,Austin,0,0,0,,,,0.0
52186796.0,4.8114469527211686e+17,"You will get an A+ stay, no question. The Hiltons and Marriotts are gouging people probably well into 2022 and they don’t cook you a complimentary dinner. Stay here, have excellent conversation, enjoy the thoughtful design and decorating, and relax. Reasonably priced for being decently close to Summerlin!",130,Clark_co,0,0,1,,0.0,,0.9381
51324666.0,4.5074609601015354e+17,"Heather quickly responded to all my questions, even at 10pm! Thank you for sharing your beautiful home with my family!",117,Clark_co,0,0,0,,,,0.8684
5.470743676477274e+17,1.2247703141371223e+18,"All in all a great stay.  communication was excellent. Any issues that came up was immediately given attention and if I needed a tip on the area, they was always willing to help out! 10 out of 10",137,Clark_co,0,0,0,,,,0.8955
1.110062963568172e+18,1.1232936306336152e+18,Waren vor allem mit der Lage sehr zufrieden.,90,Clark_co,0,0,0,,,,0.0
1.0604015189256054e+18,1.1253914016783876e+18,"Beautiful, clean, pristine 5 bedroom home nestled in a cul-de-sac close to a park. Private parking. The home is welcoming, very nicely decorated. Very spacious for our family of 5. Kitchen had all new appliances, amenities. Nice, private backyard though the weather wasn't ideal for us to be out there. Very close to Boston downtown, we were able to go very quickly and back. Priyanka was very responsive, quick. The beds were very comfortable, lots of outlets, bathrooms and the amenities were ample. Really felt like home away from home. We will definitely rent from her again! Thank you for a wonderful trip!<br/>Shayma & Farrukh",319,Boston,1,0,1,0.765,0.92,,0.984
6.310764979550179e+17,6.50837653704794e+17,"ABSOLUTELY WONDERFUL STAY!!!! Not only is the house gorgeous and true to description, but Kris was absolutely amazing!!! We had a nightmare Airbnb experience when we arrived in Vegas and needed accommodations quickly as we were traveling with special needs children and it was 105 degrees outside. thank goodness we were able to find this home away from home. Kris answered ALL of my concerns and questions WITHIN SECONDS and went above and beyond for us which we are forever grateful for... No one will ever be disappointed with this house from the decor, the amenities, the pool, the overall vibe of the super quiet street.... We are already hoping to book this same home next year when we go back to Vegas! 🙏💚",129,Clark_co,0,0,0,,,,0.9896
1.0246537493314204e+18,1.2276312924027904e+18,Great place in an even greater location. Fantastic home base for your Boston adventures - plenty of space - everything as described!,118,Boston,0,0,0,,,,0.9168
32012250.0,1.144272874316316e+18,Nick’s place was as described. It was very clean upon check-in and in a great location. Stayed at Nick’s place for 14 weeks and it was conveniently located with easy access to transportation. Nick was a super host and communicated very well when required. Would recommend staying at Nick’s place.,70,Boston,1,0,1,0.796,0.4404,,0.9571
8.52214232838638e+17,1.110249114432538e+18,Sehr tolle Unterkunft!!,110,Austin,0,0,0,,,,0.0
9.981089752094546e+17,1.297285600895075e+18,Lovely place. Very clean. Reyna is very friendly and responsive. Only cons are the roster next door and you can’t flush toilet paper. That being said I’d definitely stay here again.,88,Dallas,1,0,0,0.4576,,,0.9408
8.357171427034077e+17,1.1414404125221508e+18,We really enjoyed our stay at Pedro’s.  His home is in a convenient locations to bars and restaurants and a short Uber to downtown Austin!,199,Austin,0,0,1,,0.0,,0.5974
53893217.0,9.189040297923278e+17,"Absolutely GREAT stay! It was quiet, clean, close to everything, great host! <br/>Thank you for making my extended stay feel incredibly comfortable!",110,Austin,1,0,1,0.7959,0.7959,,0.9545
7.118617116437677e+17,9.23319623329041e+17,Pleasant stay for my family while on our vacation. Communication was excellent. Will definitely revisit the property if I do vacation in Vegas again,159,Clark_co,0,0,0,,,,0.8658
8.766748734278237e+17,1.2899655736949107e+18,"Great quiet place , clean and comfortable space",58,Chicago,1,0,0,0.8779,,,0.8779
41244388.0,714160894.0,Thanks,100,Clark_co,0,0,0,,,,0.4404
19180455.0,1.1472599487153871e+18,Charles made my stay welcome and comfortable. Highly recommended !,149,Clark_co,0,0,0,,,,0.8264
6.708549713851415e+17,7.91388574144027e+17,"This condo is amazing!  Breathtaking view, steps from Rainey Street and high enough to be away from any noises from the city.",181,Austin,0,0,0,,,,0.7959
28307031.0,737931624.0,"Sharie's place was EVERYTHING! I couldn't say enough great things about our month stay at the loft. Sharie had the place stocked with everything you might need for a short or long term stay, the space was perfect for 2 people working from home and the location was tough to beat! Whole Foods, Starbucks, dozens of delicious restaurants and bars in walking distance and a beautiful view. The heat/AC, washer and dryer and parking below the unit was such a plus. Sharie was just a text away and was a fabulous host offering local recommendations and ensuring we felt settled. Wish we could have stayed longer but we'll definitely be back!",100,Denver,0,0,0,,,,0.9149
1.1078673406177724e+18,1.1754937373363151e+18,"This property was amazing, very relaxing, and offered an amazing view from the poolside. The bathroom is amazing as well. They have a great jetted Jacuzzi tub, which was amazing with a bath bomb and a good book. Also, we really did appreciate how they offered a speaker outside to play music and a light For a night swim. This property is definitely family friendly and can accommodate a big gathering. We will most likely be coming back.",428,Austin,0,0,0,,,,0.9881
8.915942632739612e+17,9.827830825719302e+17,Good place to stay very comfortable.,118,Clark_co,0,0,0,,,,0.7574
48329565.0,6.695458498436518e+17,Awesome place! All dishes were high end and lots of coffee was available. The place was very clean which is important to me. Highly recommended.,153,Denver,1,0,0,0.5849,,,0.8828
53058359.0,9.979342778074158e+17,Always love staying at David’s places! He’s super communicative and helpful. No doubt we will be back!,160,Dallas,0,0,0,,,,0.9273
41935943.0,633145352.0,"Hands down the best Airbnb we have ever stayed in. The space was beautiful and so unique! Due to COVID our plans to go out in town we’re cancelled but that gave us more time to enjoy the amazing pool and relax. We will absolutely book again in the future! If you are looking for a spacious, fun, CLEAN, place to stay I would 100% recommend this house! The management was quick to respond with questions and made our stay so enjoyable!!",448,Austin,1,0,0,0.8599,,,0.9905
6133986.0,86892798.0,"Levar's place was fantastic! If you want to truly experience Chicago while staying centrally located, this is the place for you. <br/>The location is perfect. Steps from some of the best restaurants in Chicago, close to train stations, easy to get anywhere.<br/>The apartment itself was clean, decorated tastefully, and very spacious for the city! I've been in a few Chicago apartments that are crowded and tight, but this place was far from that. The two bedrooms are on opposite sides of the apartment, allowing you space while still having the coziness of being in the same place.  <br/>Levar was a great host. He provided instructions for a remote check in, which was easy and painless. There's a booklet of instructions on the place...how to use the TV, where to find the iron, etc. Very hospitable! ",279,Chicago,1,0,1,0.8777,0.9252,,0.981
1.1030324478470524e+18,1.150785327047143e+18,"My first time staying in this cute neighborhood, and I loved it!  I'm out of shape, so I took a 4 mile jog around the Charles River, bridge-to-bridge, and I felt so pampered by the jogging trails.  Much longer running paths are possible, all off-street!  If I lived here I would be so fit!  I was there to speak at a conference, so it was a short trip.  I would return if I had the chance.",95,Boston,0,0,0,,,,0.9262
8.502348143068165e+17,1.0791107002524732e+18,"Clean, modern, and spacious home in a fantastic location!",138,Austin,1,0,0,0.7644,,,0.7644
26063513.0,1.1023811088967356e+18,Great location just behind PH/Miracle Mile Shopping Center/Elara!  Great communication and easy check in.  Very secure,132,Clark_co,0,1,0,,,0.4005,0.9335
8.313148215318016e+17,1.234113450255792e+18,This is a great apartment in a nice neighborhood.  The apartment was well outfitted and comfortable.  The outside space is also great.,166,Chicago,0,0,0,,,,0.9468
1.1997264593758597e+18,1.2704433620969551e+18,great place and great host,880,Clark_co,0,0,0,,,,0.8481
22048818.0,1.30743456265475e+18,"Michael was a súper host  with an excellent customer service ,very  communicative and helpful . Couldn't ask for a better host. We had such a great time .<br/>h",170,Clark_co,0,0,0,,,,0.9295
52513044.0,1.1653192049116303e+18,Great stay,122,Denver,0,0,0,,,,0.6249
1.0485277868282804e+18,1.1899450164527793e+18,"Beautiful large, comfortable home and back lanai! Loved the home and the location for Dallas, Richardson and Carrolton.  The hosts were very responsive with all questions and that was very much appreciated. We had a wonderful stay here and would love to stay again, maybe in the fall!",351,Dallas,0,0,0,,,,0.9798
43777047.0,7.471482231495235e+17,"Ended up extending my trip and the owner made the whole process very easy. This place was so convenient and nice that I didn’t even want to stay anywhere else. You’re in a busy part of Chicago so if you like to go out and see things it’s perfect for you, luckily the apartment and people living there are not loud so you can rest easily when you’re back. Will 100% be coming here again next time.",102,Chicago,0,0,1,,0.5209,,0.9566
1.1288912634451716e+18,1.158111841388106e+18,I loved this spot and Jacob is the type of host you always hope you end up having! Excellent and will be back! Thank you again!,81,Dallas,0,0,0,,,,0.931
20195681.0,222430254.0,"Melissa was amazing, she left all prepared for our late arrival. Highly recommend",98,Clark_co,0,0,0,,,,0.8173
45485223.0,6.355994511886442e+17,"Fernandos was an amazing, kind host and the home was incredible, I will definitely be back!",32,Clark_co,0,0,0,,,,0.8874
7.898338009069738e+17,9.130363952616356e+17,"The instructions were very clear to check in, the host was always responsive and respected my party’s privacy. Excellent walkable location with convenient on street parking. Excellent find, would definitely book again.",90,Chicago,0,0,1,,0.5719,,0.9558
8.393363444638591e+17,9.623878693347572e+17,It was an amazing place to stay and would book again if in Denver.,77,Denver,0,0,0,,,,0.5859
51943731.0,1.278424726364371e+18,"Spacious apartment, beautiful view of Downtown",126,Dallas,0,0,0,,,,0.5994
10732657.0,9.139347871609004e+17,"We really enjoyed our stay here at Kristiana and Greg’s place. The apartment is beautifully decorated, super clean, and cozy. Kristiana and Greg are fantastic hosts too, always making sure we had everything we needed and responding quickly. They even went as far as returning some packages for us that accidentally got delivered after our check-out! I really appreciate everything they did to make our month here great, and I would recommend this place to anyone staying in Vegas!",69,Clark_co,1,0,1,0.8834,-0.4003,,0.981
9.602863969952904e+17,1.195145583753017e+18,We enjoyed our stay,216,Clark_co,0,0,0,,,,0.5106
48140877.0,4.636854018238779e+17,"Really nice place, I enjoyed my stay and Lucy is a very accommodating host.",31,Austin,0,0,0,,,,0.7501
7.63187886068296e+17,9.022263530485212e+17,"We really enjoyed staying at Christian’s and Sunny’s house! They are very friendly and answered my questions right away! Everything was clean, easy to get to, 20 min from downtown, it was perfect! <br/>Thank you for letting us stay :)",147,Chicago,1,0,0,0.8622,,,0.965
12865420.0,94723758.0,Mimi's house (God bless Texas 2) was everything we hoped it would be. It was comfortable and clean. The communication was wonderful and we didn't meet with her until the end of our stay but everything was explained by her via text/call! She invited us over for wine and snacks and she was very kind and accommodating. If ever in Austin book this place!,62,Austin,1,0,0,0.7184,,,0.9351
52598707.0,1.0016208933654596e+18,Nice,170,Clark_co,0,0,0,,,,0.4215
16070011.0,1.2711075922711567e+18,"Sara háza remek helyen van, közel a metróhoz, amivel hamar be lehet jutni a belvárosba. A környék csendes és barátságos. Sarah kedves volt és segítőkész, megtette amit kértünk. A szálláson az ágy kényelmes, a fürdőszobában és konyhában minden eszköz megvan amire szükség lehet. Az ablakok kicsit régiek, így beengedték a hideget.",80,Chicago,0,0,0,,,,0.0
38694833.0,8.913958474249976e+17,"We had a great stay at Austin’s place! It was cozy and updated, and austin was very helpful and responsive. Would love to stay here again!",150,Austin,0,0,0,,,,0.9407
41086516.0,667121434.0,Great place to stay with a big group!,1119,Clark_co,0,0,0,,,,0.6588
47870705.0,9.52198428131514e+17,Great stay. One of the best we have stayed in. Will definitely stay here again.,115,Austin,0,0,0,,,,0.9001
1.1080810084451644e+18,1.1558501728477532e+18,Cute home inside and out. Great remodel. However the dishwasher didn’t work. The beds were full not queen. We had rented a different home but owner asked us to change to this home. We were disappointed that it wasn’t a location walkable to restaurants and shops.,175,Chicago,0,0,1,,-0.4767,,-0.1531
7.724746317875732e+17,9.218444928014118e+17,"Absolutely love this home! You can tell it's been recently renovated, and I love the design choices that were made. The home has three separate living spaces, which made it feel quite spacious. My husband loved working out of the office, I loved cooking in the modern kitchen, and the backyard is huge, which was great for our dog and daughter. However, our absolute favorite part is the lower level movie room. It's so cozy and the projector quality is fantastic. We loved hanging out there at night! The home is in a quiet neighborhood and is right next to awesome walking trails and a park. Overall, this Airbnb is awesome and I was sad to leave!",123,Denver,0,0,0,,,,0.9905
39778906.0,6.014729465699633e+17,Room and bathroom were clean and super comfortable. Karolina was a great and communicative host.,89,Clark_co,1,0,0,0.872,,,0.9325
1.0873005221806592e+18,1.1088512601345012e+18,Great stay,80,Austin,0,0,0,,,,0.6249
50734385.0,6.652716060687997e+17,"Very well decorated and in a nice neighborhood! The entrance is on the left side of the house, next to the other door entrance. <br/>It’s nice how close it is to The Domain! The place has all your basic amenities, pots and pans, salt and pepper, dishwasher and laundry. Perfect place to stay with some friends to explore Austin :)",74,Austin,0,0,0,,,,0.9544
5.711545329189629e+17,1.0436776069329432e+18,Just what we needed for our stay. Great communication.,86,Clark_co,0,0,0,,,,0.6249
13107091.0,95153253.0,Billy was very welcoming and opened up his entire home to me.  having a full bathroom with direct access from the bedroom was a really nice feature.  place is in a nice upscale neighborhood with eating options closeby.  definitely recommend this as a nice alternative to an impersonal hotel.,70,Denver,0,0,0,,,,0.9298
11535664.0,110996590.0,"Bill was a great Host. Talking to him felt like I knew him for years. Clean place, big TV and a calming feel to a fast city. I will definitely come back on my next trip to Vegas. ",40,Clark_co,1,0,0,0.6597,,,0.9287
50196100.0,1.100943610904774e+18,Great place!,106,Clark_co,0,0,0,,,,0.6588
9.712899918113066e+17,1.2972807604203855e+18,"We loved staying there! The host was so thoughtful and kind. There were a lot of extras at the place like spices, coffee, tea, q-tips, nail polish remover, toys for toddlers, etc. We never ran out of the essentials while staying there as it was kept well stocked. We felt very much at home and safe. We really enjoyed the neighborhood and happened to be there over Halloween. My son was one of two trick-or-treaters as it was an older neighborhood and all of the people adored him. My teenage son loved driving by the Lambo and made a point to do so every time he was behind the wheel. My husband loved the ease at which he could get to the I-15 and the strip. The location couldn’t have been better. We absolutely loved the comfortable chairs, couch, and beds. We slept well while staying there.",152,Clark_co,0,1,0,,,0.4404,0.9933
23596506.0,461483560.0,This place is precisely as advertised - a cozy downstairs with outside access! It fully met my needs during my conference!,70,Denver,0,0,0,,,,0.0
8.619014815291144e+17,1.161071972303646e+18,"House is beautiful. Patrick is a great host, the house is exactly like the pictures. We felt right at home. Thank you Patrick!",127,Clark_co,0,0,0,,,,0.923
7.826000021112534e+17,1.2663320060770604e+18,"The apartment was beautiful, clean, and as advertised! Good location (though lots of construction in the area). A couple things that were frustrating:<br/>- microwave didn't work (it was stuck in demo mode). I messaged three times and they first told me to Google it, then sent instructions (which didn't work), so I ultimately gave up and just used the stove to heat things up. <br/>- when I found out I needed to cut my trip short they wouldn't help me update my reservation (I just had to go through an Airbnb cancellation), which felt like not great service/policy<br/>- unit is on a high floor and the elevator was very slow at peak times, which led to some stressful rushing to meetings<br/>But other than that, the place itself was very nice, and I'd recommend it as a place to stay.",271,Austin,1,0,0,0.784,,,0.7125
5.571179181538977e+17,6.153171496137812e+17,If you don’t mind sharing place with strangers and don’t care about your safety this is the place for you.,108,Clark_co,0,1,0,,,0.8316,0.8316
30912545.0,1.002953200653734e+18,Felt right at home here. Everything was as expected and described. Communication was on point. Will definitely stay here again if ever back in the area!,195,Denver,0,0,0,,,,0.4574
9.536985368015612e+17,1.2283846000743547e+18,"Upon arrival we were not expecting much, but as we entered we were beyond impressed from our expectations. Eric was extremely welcoming and put in a lot of effort to make sure we had the best experience possible, including games, candy, coffee and more. Would HIGHLY recommend!!",86,Chicago,0,0,0,,,,0.9775
9.953324040545576e+17,1.1023387374190344e+18,Love staying with COZYSUITES. Always responsive and makes sure that your stay goes smooth. Will definitely return,109,Dallas,0,0,0,,,,0.8934
8.980615510826131e+17,1.1247500148849088e+18,Great place to stay! Clean and very beautiful view at night my kids loved the balcony at night definitely looked like the pictures! Would recommend!!,127,Clark_co,1,0,0,0.9458,,,0.9743
1.2081324506402127e+18,1.2616765628321577e+18,"Great host - super responsive and accommodating! Clean and new place, good for groups/ family, quiet neighborhood with easy on street parking.",421,Chicago,1,0,0,0.8176,,,0.9601
6.239833108395114e+17,1.0828440143266444e+18,it was great for what was needed,85,Clark_co,0,0,0,,,,0.6249
8.28590376619747e+17,1.0827817970578376e+18,"My partner and I had the best stay at Rod and Anastasia’s place!! We loved our time there and felt right at home for the entire month. <br/>You definitely need a car to get around, but thankfully it was easy to get to every place we wanted to go in and around the city. Everything was within a 15-30 minute drive (even during some rush hour times).<br/>We only got to utilize the backyard once because of the colder weather and rain, but it was a beautiful space, and next time we definitely would play cornhole. <br/>We had one challenge with the shower drain but the hosts came to fix it right away and were so lovely to talk to. <br/>I also loved that there were yoga mats there so I could get some stretching in every day! <br/>They made our stay in Austin feel comfortable, safe, and fun. We’d absolutely stay again so we hope you enjoy your stay there too!",173,Austin,0,1,0,,,0.8591,0.9966
9.138624637120143e+17,9.783848096830136e+17,"Robbie and Tanya were very accommodating. I gave them a call to get the check in info bc it wasn’t in the resi info and Tanya answered right away and got me all set up. The place is super cute for a small abode. If you’re going to have a dedicated and affordable Airbnb, this is how you do it. <br/>There’s a lot of development going on in the surrounding area right now. All of Atx is being pretty heavily gentrified right now and this area is no exception, just so you know what to expect. <br/>If you’re curious about tiny living, the kitchen is similar to what you might find in a tiny home. It’s pretty well done. I couldn’t get the cooktop to work though, so I might just add some instructions for guests. The bedroom and bath are spacious. Pro tips: There’s a French press and kettle, but bring your own coffee. And there’s a steamer for clothes in the bathroom cabinet. 👌",50,Austin,0,0,0,,,,0.9549
6.565806974997275e+17,1.1204072302216338e+18,"Had an amazing stay at Jeans place. Kitchen was stocked with everything we needed for breakfast every morning. Place was spotless and spacious for the 3 of us. Easily accommodates 6 people. Will definitely be trying to stay here next year for our work trip. Thank you Jean. <br/>Side note, and not the hosts fault at all… but the walls are very thin, and you can hear the neighbors very easily. Highly recommend bringing ear plugs if you plan to stay here.",66,Chicago,1,0,0,0.0,,,0.9319
52071068.0,5.88430771044003e+17,"Super cozy, comfy and private spot in a great location - quick access to good coffee, tacos and much more. Lisa was friendly and prompt in communication. Perfect place for a solo traveler or couple. VERY comfy bed. Will definitely return!",94,Austin,0,0,0,,,,0.9685
8.046988109471643e+17,1.2595831352681167e+18,"Aloje 4 noches, mi habitación y zonas comunes eran muy limpias, 7 minutos a pie hasta autobuses y metro.<br/>Es el centro de Chinatown.<br/>Una zona  tranquila y hay muchas restaurantes chinos. Recomiendo 100%",35,Chicago,0,0,0,,,,0.0
6.467249362110154e+17,8.587926073448236e+17,Awesome place. Perfect for our family!,366,Clark_co,0,0,0,,,,0.8439
8.553762033948351e+17,1.0761640054635712e+18,We had a great stay. It was better than we expected!,121,Chicago,0,0,0,,,,0.807
42207404.0,649612718.0,"Great location and great communication with host. However the cleaning fee was steap for the place not being exactly clean. There was a lot of pet hair on the sofas, luckily no one was allergic and we got multiple reminders to make sure we cleaned after ourselves especially loading the dishwasher except there was no dishwasher. Last thing I woulda wanted is to worry about is dishes on vacation (we did). Floors were dusty/ dirty. Again what exactly does the $150 cleaning fee cover? Don’t get me wrong the place was nice but not exactly clean.",153,Clark_co,1,0,0,-0.6824,,,-0.354
43496020.0,735444691.0,"The room is exactly as pictured. The space is a little small, and the storage is limited as you would expect, but nothing that would keep you from having a comfortable stay. I spent a few months here and absolutely loved it! Ernesto travels a lot so he may or may not be at the residence during your stay. But even when Ernesto is not at there, you can expect amazing communication from him. During the infamous snowpacolypse, he really went above and beyond to make sure the other tenant and I were safe and comfortable. If you have any questions or concerns, he will be immediately on top of it. <br/>Additional facts not listed, you may want to know: you have private access to an adorable, spiral staircase (door is behind the mirror) that takes you to the back patio. But note, the back patio can also be accessed directly by another tenant on the bottom floor, and by the parking lot via a code gated door. The patio also has a surveillance camera, as well as the shared common area, so safety is not a concern. The room also has a small retractable clothes rack hidden behind one of the curtains so you can hang some clothes (a few hangars are provided), and a small A/C unit in the ceiling with a remote control so you always have control of the room temp. There's also a desk located just outside the room, as well as a dresser. However, these are not private and are located in the shared area between this room, the bathroom, and the master bedroom. There are 4 bedrooms total in the townhouse. Two of which are on the top floor, two on the bottom floor, with the main area (kitchen, living room, and dining room) on the middle floor.",60,Dallas,0,1,1,,0.0,0.9394,0.9949
53314716.0,1.2690218032424517e+18,"The pictures match the house. If I had any concerns PMI Austin Metro did respond in a timely manner. The train does run all night (which I enjoyed). You're close to a hospital, expressway, and downtown. We will book again when we visit Austin!!!!!",204,Austin,0,0,1,,0.0,,0.6671
54073869.0,1.2574649855057966e+18,"Alex was a wonderful host. The studio was clean, comfortable and exactly as described. Alex provided a lost of things to do inside and near the city, places to shop and dine, and sights to see. I landed early and Alex accommodated an early check-in with no issue. When I sent messages, they were responded to within a few minutes. Thank you for being a great host Alex!",62,Clark_co,1,0,1,0.7184,-0.3182,,0.92
47866943.0,5.188445614281396e+17,"he apartment is the same as the photos, the location very good but the best thing was the communication, the team always pending and willing to solve any inconvenience",124,Dallas,0,0,0,,,,0.7812
1.069754305107253e+18,1.0972656029281984e+18,"Sonny was fantastic to deal with. He was flexible with my check-in time. Any time I contacted him over the few weeks I was there, he responded very quickly. I would definitely stay here again. Seven hills is a nice quiet community. Easy freeway access to get to either side of the Las Vegas Valley or to the Strip.",79,Clark_co,0,0,0,,,,0.9201
48814755.0,6.75372804981419e+17,Excellent host and great place! Clean and comfortable. Great location.,138,Austin,1,0,0,0.7184,,,0.9595
20858430.0,456825014.0,The apartment is clean is and very well equipped. I really enjoyed the list of useful addresses provided by Demetrios We enjoyed out stay.Thank you Demetrios.,234,Boston,1,0,0,0.624,,,0.9311
5.884606171505654e+17,7.697405248550225e+17,House had everything we needed for our family trip.,219,Clark_co,0,0,0,,,,0.0
78422.0,9.384578589209204e+17,Dixie’s place was everything she described and more. My partner stated that it has a very authentic Austin feel. The entire house was clean and felt like home. Having Palomino coffee so close was an added bonus. Highly recommend Dixie’s home.,85,Austin,1,0,0,0.6369,,,0.8883
28718524.0,353167761.0,very clean very quiet house was very responsive if you look at my a record I've been in five Airbnb in Vegas for Los Angeles three in Washington DC this was the nicest place for me it felt like a family lives there though I never saw anybody except for the first day for 10 minutes,52,Clark_co,1,0,0,0.8882,,,0.8882
5.855820186505234e+17,1.11099966243037e+18,"it looks just like the pictures, it's nothing bad to say about it, everything was simple i had no problems.",122,Clark_co,0,0,0,,,,0.7655
